1,1,3328
1,2,3328
1,3,3831
1,4,2590
1,5,3754
1,6,3936
1,7,4340
1,8,2877
1,9,3916
1,10,1514
1,11,2893
1,12,2318
1,13,2936
1,14,3936
1,15,3259
1,16,1930
1,17,4480
1,18,1687
1,19,4086
1,20,4210
2,1,1752
2,2,2756
2,3,3982
2,4,3039
2,5,3831
2,6,3005
2,7,4484
2,8,1613
2,9,3631
2,10,2571
2,11,2564
2,12,3120
2,13,3352
2,14,1563
2,15,1868
2,16,2809
2,17,1686
2,18,1907
2,19,2917
2,20,2358
3,1,1709
3,2,3979
3,3,2792
3,4,4416
3,5,2993
3,6,3632
3,7,2926
3,8,2064
3,9,4073
3,10,3661
3,11,4008
3,12,1675
3,13,2979
3,14,4344
3,15,3692
3,16,2435
3,17,2949
3,18,4298
3,19,2731
3,20,3734
4,1,3144
4,2,1839
4,3,4145
4,4,2278
4,5,2266
4,6,2324
4,7,2400
4,8,3775
4,9,2254
4,10,3452
4,11,3112
4,12,4465
4,13,1585
4,14,2756
4,15,4196
4,16,2027
4,17,2780
4,18,3395
4,19,1830
4,20,4134
5,1,1613
5,2,1961
5,3,1923
5,4,3595
5,5,3350
5,6,3426
5,7,4409
5,8,4136
5,9,1551
5,10,2754
5,11,3473
5,12,3985
5,13,1981
5,14,3814
5,15,3192
5,16,4011
5,17,3216
5,18,1541
5,19,1709
5,20,2549
6,1,2913
6,2,3240
6,3,1913
6,4,2639
6,5,3549
6,6,3453
6,7,2897
6,8,4126
6,9,3371
6,10,1931
6,11,4131
6,12,4119
6,13,1663
6,14,1861
6,15,2052
6,16,2193
6,17,4224
6,18,3505
6,19,3111
6,20,3968
7,1,1804
7,2,2168
7,3,2247
7,4,3977
7,5,4199
7,6,3461
7,7,4442
7,8,4399
7,9,3003
7,10,1752
7,11,4409
7,12,2729
7,13,3374
7,14,2952
7,15,2886
7,16,3574
7,17,2772
7,18,4136
7,19,4426
7,20,2656
8,1,1576
8,2,2295
8,3,3725
8,4,2022
8,5,1514
8,6,2033
8,7,2227
8,8,3338
8,9,2569
8,10,2275
8,11,2301
8,12,4233
8,13,2015
8,14,1698
8,15,1601
8,16,2317
8,17,2097
8,18,1512
8,19,3763
8,20,2519
9,1,2408
9,2,3418
9,3,3693
9,4,4344
9,5,4424
9,6,3105
9,7,4333
9,8,1908
9,9,1644
9,10,1799
9,11,4408
9,12,3997
9,13,1662
9,14,1853
9,15,3005
9,16,3904
9,17,3782
9,18,3262
9,19,3858
9,20,3711
10,1,4128
10,2,3973
10,3,2853
10,4,1672
10,5,2277
10,6,4364
10,7,2875
10,8,2924
10,9,4389
10,10,3835
10,11,1847
10,12,3887
10,13,2053
10,14,2946
10,15,4373
10,16,4114
10,17,1930
10,18,3228
10,19,4494
10,20,1673
11,1,2154
11,2,4172
11,3,3117
11,4,2544
11,5,3274
11,6,4324
11,7,4327
11,8,3640
11,9,4410
11,10,1900
11,11,3668
11,12,2474
11,13,2018
11,14,1712
11,15,2976
11,16,2018
11,17,4357
11,18,2656
11,19,4037
11,20,3016
12,1,3872
12,2,4289
12,3,3112
12,4,2001
12,5,2921
12,6,2399
12,7,1916
12,8,3660
12,9,2075
12,10,1904
12,11,2832
12,12,3570
12,13,1728
12,14,4105
12,15,2821
12,16,1608
12,17,3240
12,18,2505
12,19,3149
12,20,2235
13,1,3628
13,2,1738
13,3,4160
13,4,3272
13,5,2458
13,6,2117
13,7,3218
13,8,3513
13,9,2360
13,10,4414
13,11,4200
13,12,3545
13,13,2927
13,14,1846
13,15,1857
13,16,2579
13,17,3597
13,18,2530
13,19,3109
13,20,4052
14,1,1587
14,2,2566
14,3,2572
14,4,1931
14,5,3288
14,6,2405
14,7,2380
14,8,4443
14,9,3571
14,10,2875
14,11,1816
14,12,1702
14,13,2893
14,14,3811
14,15,4173
14,16,3578
14,17,2006
14,18,2834
14,19,3871
14,20,4016
15,1,3757
15,2,1762
15,3,1895
15,4,1976
15,5,2871
15,6,1621
15,7,3887
15,8,3022
15,9,1699
15,10,2764
15,11,3126
15,12,3139
15,13,4176
15,14,2015
15,15,3139
15,16,3893
15,17,3030
15,18,2797
15,19,3581
15,20,1545
16,1,4349
16,2,3319
16,3,4349
16,4,2418
16,5,3857
16,6,3532
16,7,4238
16,8,2250
16,9,3206
16,10,4411
16,11,3345
16,12,3429
16,13,2418
16,14,2657
16,15,2490
16,16,2411
16,17,1551
16,18,2439
16,19,4451
16,20,4267
17,1,3410
17,2,4119
17,3,1997
17,4,2424
17,5,3030
17,6,3206
17,7,4402
17,8,2793
17,9,1656
17,10,2867
17,11,1882
17,12,2066
17,13,4383
17,14,4227
17,15,2961
17,16,1948
17,17,4095
17,18,3659
17,19,3040
17,20,2382
18,1,3866
18,2,1981
18,3,3072
18,4,1890
18,5,1506
18,6,2485
18,7,3983
18,8,3263
18,9,3799
18,10,1825
18,11,3025
18,12,3326
18,13,1789
18,14,2028
18,15,2372
18,16,2082
18,17,3002
18,18,3031
18,19,3893
18,20,2125
19,1,1686
19,2,2785
19,3,1742
19,4,3260
19,5,1800
19,6,2836
19,7,3082
19,8,4398
19,9,3338
19,10,1906
19,11,2819
19,12,2379
19,13,1753
19,14,4080
19,15,4124
19,16,1746
19,17,3374
19,18,3081
19,19,3194
19,20,1754
20,1,3491
20,2,3547
20,3,4119
20,4,4451
20,5,2516
20,6,4192
20,7,1822
20,8,3965
20,9,3590
20,10,1636
20,11,3383
20,12,1566
20,13,1582
20,14,4010
20,15,4202
20,16,3783
20,17,4300
20,18,2027
20,19,4406
20,20,1714
21,1,2830
21,2,2924
21,3,3076
21,4,2143
21,5,4280
21,6,2050
21,7,3781
21,8,3434
21,9,2951
21,10,3701
21,11,1694
21,12,3890
21,13,3726
21,14,1799
21,15,1913
21,16,1948
21,17,4079
21,18,2439
21,19,2085
21,20,1641
22,1,2656
22,2,2259
22,3,1529
22,4,2805
22,5,4335
22,6,1837
22,7,2452
22,8,3124
22,9,3846
22,10,3076
22,11,2161
22,12,3935
22,13,3112
22,14,2679
22,15,3717
22,16,2258
22,17,4374
22,18,4289
22,19,2615
22,20,3920
23,1,2811
23,2,1774
23,3,2369
23,4,4284
23,5,2192
23,6,3421
23,7,4015
23,8,1626
23,9,4158
23,10,1931
23,11,1625
23,12,2300
23,13,3482
23,14,2611
23,15,1627
23,16,4031
23,17,3406
23,18,3585
23,19,2579
23,20,2267
24,1,3426
24,2,2581
24,3,3363
24,4,3400
24,5,2584
24,6,1539
24,7,2979
24,8,1755
24,9,2015
24,10,4420
24,11,3198
24,12,2332
24,13,1737
24,14,4027
24,15,4454
24,16,2468
24,17,1568
24,18,2718
24,19,4104
24,20,2893
25,1,3687
25,2,2951
25,3,4302
25,4,2440
25,5,2133
25,6,3776
25,7,2802
25,8,4355
25,9,2712
25,10,2636
25,11,2401
25,12,2923
25,13,2263
25,14,2293
25,15,2756
25,16,1742
25,17,2293
25,18,2827
25,19,3327
25,20,2317
26,1,1512
26,2,2636
26,3,3820
26,4,2108
26,5,3210
26,6,2543
26,7,2786
26,8,2914
26,9,3940
26,10,4416
26,11,4088
26,12,4258
26,13,1787
26,14,1754
26,15,3654
26,16,4235
26,17,3128
26,18,3017
26,19,1894
26,20,4137
27,1,2346
27,2,3518
27,3,3448
27,4,3965
27,5,3209
27,6,3165
27,7,2912
27,8,3359
27,9,3735
27,10,3206
27,11,2079
27,12,2182
27,13,4341
27,14,4178
27,15,2787
27,16,2647
27,17,4089
27,18,1619
27,19,2122
27,20,4260
28,1,3393
28,2,3109
28,3,4461
28,4,3738
28,5,2926
28,6,4459
28,7,3313
28,8,2232
28,9,3364
28,10,4365
28,11,3448
28,12,2080
28,13,3251
28,14,1741
28,15,2941
28,16,1817
28,17,2086
28,18,3474
28,19,3668
28,20,1777
29,1,3712
29,2,1684
29,3,3086
29,4,3817
29,5,1625
29,6,2126
29,7,2544
29,8,1563
29,9,3123
29,10,2544
29,11,2331
29,12,2391
29,13,2914
29,14,2383
29,15,2594
29,16,3362
29,17,4143
29,18,2535
29,19,1903
29,20,3105
30,1,3679
30,2,2568
30,3,4262
30,4,4000
30,5,2537
30,6,3502
30,7,2479
30,8,3615
30,9,4341
30,10,2073
30,11,3163
30,12,2877
30,13,4031
30,14,2563
30,15,4252
30,16,3172
30,17,2695
30,18,2392
30,19,3751
30,20,3131
31,1,3489
31,2,2312
31,3,1664
31,4,2795
31,5,4498
31,6,2928
31,7,3420
31,8,3481
31,9,3738
31,10,3523
31,11,1677
31,12,2680
31,13,1833
31,14,3868
31,15,1555
31,16,2054
31,17,2810
31,18,2248
31,19,4048
31,20,1929
32,1,4000
32,2,1675
32,3,2429
32,4,2022
32,5,2684
32,6,4434
32,7,3755
32,8,2060
32,9,4106
32,10,4020
32,11,3936
32,12,1635
32,13,2976
32,14,1965
32,15,2628
32,16,2978
32,17,3323
32,18,3508
32,19,3921
32,20,3474
33,1,3962
33,2,2855
33,3,1679
33,4,4143
33,5,3537
33,6,3031
33,7,3722
33,8,1674
33,9,1656
33,10,1537
33,11,4298
33,12,4420
33,13,2636
33,14,4218
33,15,3618
33,16,3078
33,17,2370
33,18,3780
33,19,1587
33,20,1560
34,1,2744
34,2,3304
34,3,2929
34,4,3181
34,5,4376
34,6,3190
34,7,2970
34,8,2667
34,9,3947
34,10,4070
34,11,3037
34,12,3312
34,13,2974
34,14,3861
34,15,4105
34,16,1719
34,17,2173
34,18,2597
34,19,4465
34,20,2634
35,1,2108
35,2,4054
35,3,2899
35,4,4032
35,5,3617
35,6,3541
35,7,3123
35,8,2531
35,9,3111
35,10,2758
35,11,2872
35,12,1504
35,13,3113
35,14,3045
35,15,1790
35,16,2122
35,17,1632
35,18,1809
35,19,3605
35,20,2548
36,1,2462
36,2,4132
36,3,2151
36,4,2960
36,5,2976
36,6,4369
36,7,1533
36,8,1683
36,9,4409
36,10,3496
36,11,3471
36,12,2804
36,13,1981
36,14,1958
36,15,3391
36,16,3447
36,17,2232
36,18,3347
36,19,4433
36,20,1554
37,1,1650
37,2,2892
37,3,4193
37,4,3826
37,5,3520
37,6,2606
37,7,3174
37,8,4333
37,9,4500
37,10,2071
37,11,4264
37,12,2021
37,13,2988
37,14,2476
37,15,2765
37,16,1889
37,17,2029
37,18,4297
37,19,1534
37,20,2182
38,1,3073
38,2,2037
38,3,4099
38,4,2234
38,5,2455
38,6,3811
38,7,2412
38,8,2551
38,9,3649
38,10,3755
38,11,4493
38,12,3682
38,13,2946
38,14,3142
38,15,4365
38,16,3459
38,17,2668
38,18,3078
38,19,2612
38,20,3586
39,1,4291
39,2,2240
39,3,2380
39,4,1539
39,5,3966
39,6,3876
39,7,2076
39,8,4302
39,9,2850
39,10,2782
39,11,2284
39,12,3287
39,13,2186
39,14,1715
39,15,2873
39,16,3145
39,17,2663
39,18,2218
39,19,3689
39,20,2578
40,1,4463
40,2,3564
40,3,3731
40,4,1809
40,5,3703
40,6,4007
40,7,2214
40,8,2875
40,9,1573
40,10,2465
40,11,3167
40,12,4090
40,13,3822
40,14,1658
40,15,3688
40,16,4195
40,17,2780
40,18,3747
40,19,4029
40,20,1686
41,1,4376
41,2,2256
41,3,2336
41,4,2482
41,5,2814
41,6,2204
41,7,2614
41,8,3276
41,9,1750
41,10,2990
41,11,3462
41,12,2166
41,13,3952
41,14,3595
41,15,2585
41,16,1834
41,17,1920
41,18,1564
41,19,3270
41,20,3013
42,1,3789
42,2,2152
42,3,3132
42,4,3997
42,5,3127
42,6,1874
42,7,4036
42,8,3873
42,9,1732
42,10,3204
42,11,3194
42,12,2331
42,13,4364
42,14,1889
42,15,2325
42,16,1668
42,17,3579
42,18,2094
42,19,2050
42,20,2826
43,1,3262
43,2,2215
43,3,1509
43,4,2989
43,5,1969
43,6,1756
43,7,3310
43,8,3569
43,9,3769
43,10,4180
43,11,3985
43,12,2109
43,13,3659
43,14,1924
43,15,2403
43,16,2585
43,17,1654
43,18,2967
43,19,4306
43,20,3197
44,1,1530
44,2,2380
44,3,4083
44,4,1671
44,5,1625
44,6,3732
44,7,3819
44,8,4078
44,9,3133
44,10,4082
44,11,3018
44,12,2997
44,13,2972
44,14,2247
44,15,3775
44,16,1916
44,17,2337
44,18,4447
44,19,2016
44,20,3191
45,1,3008
45,2,4300
45,3,3171
45,4,3280
45,5,4038
45,6,4267
45,7,3944
45,8,3304
45,9,2261
45,10,3534
45,11,1511
45,12,1566
45,13,2978
45,14,3759
45,15,3786
45,16,1983
45,17,3937
45,18,2530
45,19,2761
45,20,2089
